mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
4539,USA,Psionic Constructs,Creating physical objects with the mind.,50-64,Female,Transgender Female,English,Factory Worker
4540,Ukraine,Healing,Rapid recovery from injuries.,18-34,Female,Non-binary,Russian,Firefighter
4541,USA,Invisibility,Becoming unseen.,0-17,Female,Female,Spanish,N/A
4542,Indonesia,Geokinesis,Controlling and manipulating earth/rock.,35-49,Female,Female,English,Police Officer
4543,India,Substance Mimicry,Turning into any material.,18-34,Female,Female,Tamil,Doctor
4544,Russia,Vitakinesis,Healing and altering life force.,18-34,Male,Male,Russian; English,Architect
4545,Ghana,Poison Resistance,Immunity to toxins and poisons.,65+,Female,Female,English,Chef
4546,Nigeria,Fire Resistance,Immunity to fire.,18-34,Female,Male,Hausa; English,Manager
4547,France,Lunar Manipulation,Controlling and using lunar energy.,35-49,Female,Female,English,Real Estate Agent
4548,Bangladesh,Tactile Telekinesis,Moving objects through touch.,18-34,Female,Male,Bengali,Software Developer
4549,India,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Female,Female,Bengali,Customer Service Representative
4550,India,Invulnerability,Complete resistance to physical harm.,35-49,Male,Male,Hindi,Graphic Designer
4551,China,Vitakinesis,Healing and altering life force.,18-34,Female,Female,English,Pilot
4552,Kenya,Enhanced Durability,Increased physical resilience.,35-49,Male,Female,English,Neuroscientist
4553,India,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Female,Telugu,Cashier
4554,India,Technopathy,Controlling and communicating with machines.,35-49,Male,Female,Tamil; Urdu,Graphic Designer
4555,India,Radiation Manipulation,Controlling and creating radiation.,35-49,Male,Female,Marathi; Tamil,Meteorologist
4556,Brazil,Bone Manipulation,Controlling and using bones.,18-34,Female,Male,Portuguese,Truck Driver
4557,Indonesia,Pressure Manipulation,Controlling pressure in the environment.,35-49,Female,Female,English,Accountant
4558,USA,Fire Resistance,Immunity to fire.,18-34,Female,Female,English,Graphic Designer
4559,Germany,Illusions,Creating false perceptions.,35-49,Male,Male,German,Pilot
4560,Bangladesh,Regeneration,Ability to regrow lost limbs or organs.,35-49,Male,Female,English; Bengali,Food Service Worker
4561,Tunisia,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Female,French,Architect
4562,Papua New Guinea,Density Control,Altering one's density.,18-34,Female,Male,English,Financial Analyst
4563,Myanmar,Acid Generation,Creating and controlling acid.,50-64,Female,Female,Burmese,Farmer
4564,China,Animal Transformation,Changing into animals.,35-49,Male,Non-binary,English,Plumber
4565,China,Enhanced Senses,Heightened sensory perception.,18-34,Female,Female,Cantonese; English,Doctor
4566,Japan,Electric Resistance,Immunity to electricity.,35-49,Male,Female,Japanese,Physical Therapist
4567,Russia,Invisibility,Becoming unseen.,0-17,Female,Female,Russian,N/A
4568,India,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Female,Marathi,Office Clerk
4569,Nepal,Energy Projection,Emitting energy blasts.,35-49,Female,Female,Nepali; English,Plumber
4570,Iran,Aerokinesis,Controlling and creating air/wind.,50-64,Female,Female,Persian,Biomedical Engineer
4571,India,Duplication,Creating copies of oneself.,50-64,Female,Male,Telugu; Urdu,Retail Sales Associate
4572,China,Electric Resistance,Immunity to electricity.,18-34,Male,Male,English; Cantonese,Office Clerk
4573,China,Elasticity,Stretching and reshaping the body.,18-34,Male,Female,Mandarin; English,Security Guard
4574,India,Flight,Ability to fly.,35-49,Female,Female,Marathi,Engineer
4575,Spain,Time Travel,Moving through time.,18-34,Male,Non-binary,Catalan,Physical Therapist
4576,Myanmar,Super Strength,Enhanced physical strength.,35-49,Male,Male,Burmese,Psychologist
4577,China,Precognition,Seeing the future.,50-64,Female,Female,English,Urban Planner
4578,Egypt,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Female,Arabic; English,Manager
4579,China,Acid Generation,Creating and controlling acid.,18-34,Male,Female,Cantonese; Mandarin; English,Truck Driver
4580,China,Fire Resistance,Immunity to fire.,35-49,Female,Male,Mandarin,Archaeologist
4581,Morocco,Alchemy,Transmuting matter.,65+,Female,Male,Arabic; French,Farmer
4582,Ghana,Aerokinesis,Controlling and creating air/wind.,35-49,Male,Female,English,Nanotechnologist
4583,Mexico,Super Speed,Enhanced speed and reflexes.,0-17,Female,Non-binary,Spanish,N/A
4584,Philippines,Temperature Manipulation,Controlling and altering temperature.,35-49,Male,Female,Filipino; English,Driver
4585,China,Geokinesis,Controlling and manipulating earth/rock.,18-34,Female,Female,Mandarin,Laborer
4586,Peru,Intangibility,"Becoming non-solid, ghost-like.",18-34,Female,Female,Quechua,Driver
4587,USA,Bulletproof,Impervious to bullets.,18-34,Female,Female,Spanish,Office Clerk
4588,Russia,Energy Projection,Emitting energy blasts.,35-49,Male,Female,English,Biomedical Engineer
4589,Pakistan,Temperature Manipulation,Controlling and altering temperature.,18-34,Female,Transgender Male,English,Truck Driver
4590,Russia,Super Strength,Enhanced physical strength.,18-34,Female,Female,Russian,Police Officer
4591,USA,Enhanced Senses,Heightened sensory perception.,18-34,Male,Female,Spanish; English,Retail Sales Associate
4592,Mexico,Spatial Manipulation,Altering space and dimensions.,0-17,Male,Male,Spanish,N/A
4593,Kenya,Omnilingualism,Understanding all languages.,35-49,Male,Female,English,Security Guard
4594,China,Teleportation,Instantaneous travel from one place to another.,18-34,Female,Male,Cantonese; English,Actuary
4595,Brazil,Enhanced Durability,Increased physical resilience.,0-17,Male,Female,Portuguese,N/A
4596,China,Magnetism,Controlling magnetic fields.,18-34,Male,Non-binary,English,Customer Service Representative
4597,India,Electric Resistance,Immunity to electricity.,18-34,Male,Non-binary,Telugu,Psychologist
4598,Russia,Time Manipulation,Altering the flow of time.,18-34,Male,Male,Russian,Graphic Designer
4599,Saint Kitts & Nevis,Telempathy,Sensing and manipulating emotions.,35-49,Male,Male,English,Customer Service Representative
4600,Uzbekistan,Temperature Manipulation,Controlling and altering temperature.,0-17,Female,Male,Russian; Uzbek,N/A
4601,Iran,Dream Manipulation,Controlling and entering dreams.,65+,Male,Female,English; Persian,Food Service Worker
4602,Indonesia,Super Strength,Enhanced physical strength.,0-17,Female,Female,Indonesian,N/A
4603,Indonesia,Shape-shifting,Changing physical form.,35-49,Male,Female,English,Firefighter
4604,Pakistan,Darkness Manipulation,Controlling and creating darkness.,18-34,Male,Male,Urdu,Graphic Designer
4605,Indonesia,Omnilingualism,Understanding all languages.,18-34,Male,Male,Indonesian; English,Customer Service Representative
4606,USA,Duplication,Creating copies of oneself.,18-34,Female,Female,Spanish; English,Driver
4607,China,Lunar Manipulation,Controlling and using lunar energy.,18-34,Female,Female,Mandarin,Chef
4608,China,Ecokinesis,Controlling the ecosystem.,0-17,Female,Male,Cantonese; Mandarin; English,N/A
4609,India,Energy Projection,Emitting energy blasts.,35-49,Female,Male,Hindi,Chiropractor
4610,China,Regeneration,Ability to regrow lost limbs or organs.,18-34,Female,Female,Mandarin; Cantonese,Real Estate Agent
4611,USA,Psionic Constructs,Creating physical objects with the mind.,0-17,Female,Female,Spanish,N/A
4612,Bangladesh,Plant Manipulation,Controlling plant life.,18-34,Female,Female,English,Customer Service Representative
4613,China,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Female,Cantonese; Mandarin,Nurse
4614,India,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Female,Female,Urdu,Physical Therapist
4615,India,Animal Transformation,Changing into animals.,18-34,Male,Female,Bengali,Electrician
4616,USA,Telekinesis,Moving objects with the mind.,35-49,Female,Male,Spanish; English,Administrative Assistant
4617,Philippines,Chlorokinesis,Controlling plant life.,50-64,Female,Male,English,Mechanic
4618,China,Substance Mimicry,Turning into any material.,18-34,Male,Male,English,Administrative Assistant
4619,USA,Ice Resistance,Immunity to cold and ice.,35-49,Male,Female,Spanish,Mechanic
4620,China,Vibration Manipulation,Controlling vibrations.,18-34,Female,Female,English; Cantonese,Factory Worker
4621,India,Time Travel,Moving through time.,35-49,Female,Non-binary,Telugu; Tamil,Office Clerk
4622,China,Substance Mimicry,Turning into any material.,50-64,Male,Female,Cantonese; English,Egyptologist
4623,India,Power Absorption,Absorbing and using others' powers.,65+,Male,Female,Telugu; Bengali,Farmer
4624,Turkmenistan,Enhanced Senses,Heightened sensory perception.,18-34,Male,Male,Russian,Administrative Assistant
4625,China,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Male,Male,Cantonese,Cashier
4626,China,Ice Resistance,Immunity to cold and ice.,50-64,Male,Male,Cantonese,Dentist
4627,China,Density Control,Altering one's density.,18-34,Male,Male,Mandarin; English,Archaeologist
4628,Zambia,Invisibility,Becoming unseen.,0-17,Female,Male,English,N/A
4629,Niger,Vibration Manipulation,Controlling vibrations.,18-34,Male,Female,English,Truck Driver
4630,China,Gravity Control,Manipulating gravitational forces.,18-34,Male,Male,English,Retail Sales Associate
4631,Cambodia,Umbrakinesis,Controlling and creating shadows.,35-49,Male,Female,English; Khmer,Laborer
4632,Burkina Faso,Teleportation,Instantaneous travel from one place to another.,35-49,Female,Non-binary,English,Factory Worker
4633,Nigeria,Phasing,Passing through solid matter.,18-34,Male,Male,Yoruba,Security Guard
4634,India,Geokinesis,Controlling and manipulating earth/rock.,0-17,Male,Female,Telugu,N/A
4635,China,Enhanced Intellect,Superhuman intelligence.,35-49,Male,Female,Cantonese,Veterinarian
4636,Vietnam,Size Alteration,Changing physical size.,35-49,Female,Female,English,Ethnobotanist
4637,Indonesia,Force Fields,Creating protective barriers.,18-34,Male,Male,English,Manager
4638,India,Telekinesis,Moving objects with the mind.,65+,Female,Female,Marathi,Laborer
4639,China,Spatial Manipulation,Altering space and dimensions.,18-34,Male,Male,English,Electrician
4640,Austria,Acid Generation,Creating and controlling acid.,18-34,Female,Female,English,Numismatist
4641,Pakistan,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",18-34,Male,Female,Punjabi,Dentist
4642,Sweden,Super Strength,Enhanced physical strength.,35-49,Male,Male,Swedish,Lawyer
4643,China,Telekinesis,Moving objects with the mind.,50-64,Female,Male,English; Cantonese,Ethical Hacker
4644,Indonesia,Dream Manipulation,Controlling and entering dreams.,35-49,Male,Female,English,Teacher
4645,Brazil,Regeneration,Ability to regrow lost limbs or organs.,18-34,Male,Male,Portuguese,Financial Analyst
4646,India,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",18-34,Female,Female,Urdu; English,Robotics Engineer
4647,Italy,Seismic Manipulation,Creating and controlling earthquakes.,50-64,Male,Male,Italian,Pharmacist
4648,India,Invulnerability,Complete resistance to physical harm.,35-49,Male,Female,Telugu,Construction Worker
4649,Turkey,Shadow Manipulation,Controlling and creating shadows.,18-34,Female,Female,Turkish,Customer Service Representative
4650,Myanmar,Animal Communication,Talking to and controlling animals.,18-34,Male,Male,Burmese,Administrative Assistant
4651,China,Invulnerability,Complete resistance to physical harm.,35-49,Male,Male,Cantonese,Toxicologist
4652,China,Fire Resistance,Immunity to fire.,18-34,Male,Male,English; Cantonese,Engineer
4653,Morocco,Dream Manipulation,Controlling and entering dreams.,0-17,Female,Female,French,N/A
4654,Indonesia,Force Fields,Creating protective barriers.,0-17,Female,Non-binary,English,N/A
4655,India,Memory Manipulation,Altering and erasing memories.,50-64,Male,Male,Telugu; Bengali,Carpenter
4656,Yemen,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",50-64,Female,Female,Arabic,Factory Worker
4657,Mozambique,Biokinesis,Altering living organisms' biology.,50-64,Male,Female,English,Truck Driver
4658,Yemen,Vibration Manipulation,Controlling vibrations.,18-34,Male,Male,Arabic,Geologist
4659,France,Matter Ingestion,Consuming any form of matter.,35-49,Male,Female,English,Financial Analyst
4660,United Arab Emirates,Seismic Manipulation,Creating and controlling earthquakes.,0-17,Female,Female,English,N/A
4661,Nigeria,Phasing,Passing through solid matter.,18-34,Female,Male,English,Police Officer
4662,Iran,Sonic Scream,Emitting powerful sonic waves.,35-49,Male,Male,Persian,Manager
4663,Madagascar,Super Strength,Enhanced physical strength.,18-34,Female,Female,English,Cashier
4664,Morocco,Energy Manipulation,"Creating, absorbing, and controlling energy.",18-34,Female,Male,French,Nanotechnologist
4665,USA,Regeneration,Ability to regrow lost limbs or organs.,18-34,Female,Male,English,Customer Service Representative
4666,Brazil,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Female,Male,Portuguese,Software Developer
4667,India,Seismic Manipulation,Creating and controlling earthquakes.,35-49,Female,Male,Urdu; Hindi,Plumber
4668,Colombia,Bulletproof,Impervious to bullets.,35-49,Female,Female,Spanish,Farmer
4669,China,Regeneration,Ability to regrow lost limbs or organs.,35-49,Female,Male,English,Photographer
4670,Indonesia,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Female,Male,Indonesian; English,Laborer
4671,Romania,Acid Generation,Creating and controlling acid.,65+,Male,Male,Romanian,Psychologist
4672,Bangladesh,Enhanced Intellect,Superhuman intelligence.,0-17,Male,Male,Bengali; English,N/A
4673,Argentina,Omnilingualism,Understanding all languages.,18-34,Female,Female,Spanish,Pyrotechnician
4674,Peru,Alchemy,Transmuting matter.,18-34,Female,Male,Spanish,Firefighter
4675,China,Explosion Manipulation,Creating and controlling explosions.,18-34,Female,Male,English; Mandarin; Cantonese,Waiter/Waitress
4676,Sweden,Elasticity,Stretching and reshaping the body.,18-34,Female,Male,Swedish; English,Social Worker
4677,USA,Enhanced Senses,Heightened sensory perception.,50-64,Male,Male,Spanish,Farmer
4678,Ukraine,Invisibility,Becoming unseen.,35-49,Male,Female,Ukrainian; Russian,Engineer
4679,Bangladesh,Healing,Rapid recovery from injuries.,0-17,Male,Male,English,N/A
4680,Singapore,Poison Resistance,Immunity to toxins and poisons.,0-17,Male,Female,Mandarin; English,N/A
4681,France,Psionic Energy,Using psionic energy for various effects.,0-17,Female,Male,English,N/A
4682,Indonesia,Bulletproof,Impervious to bullets.,50-64,Male,Female,Indonesian; English,Factory Worker
4683,India,Electric Resistance,Immunity to electricity.,18-34,Female,Female,Marathi,Veterinarian
4684,India,Illusions,Creating false perceptions.,0-17,Female,Female,Hindi,N/A
4685,Indonesia,Poison Resistance,Immunity to toxins and poisons.,0-17,Female,Male,English,N/A
4686,India,Animal Communication,Talking to and controlling animals.,0-17,Female,Female,Telugu; Hindi; Bengali,N/A
4687,Egypt,Ecokinesis,Controlling the ecosystem.,0-17,Male,Male,English; Arabic,N/A
4688,China,Force Fields,Creating protective barriers.,18-34,Male,Female,Mandarin; English; Cantonese,Marine Biologist
4689,Kazakhstan,Enhanced Agility,Superhuman agility and reflexes.,18-34,Female,Female,Kazakh; Russian,Physical Therapist
4690,South Korea,Bulletproof,Impervious to bullets.,18-34,Male,Male,English,Urban Planner
4691,USA,Darkness Manipulation,Controlling and creating darkness.,50-64,Male,Female,Spanish,Retail Sales Associate
4692,India,Vitakinesis,Healing and altering life force.,0-17,Male,Female,Urdu,N/A
4693,USA,Size Alteration,Changing physical size.,35-49,Male,Female,Spanish; English,Office Clerk
4694,USA,Duplication,Creating copies of oneself.,18-34,Female,Non-binary,English,Software Developer
4695,Indonesia,Dream Manipulation,Controlling and entering dreams.,35-49,Male,Female,Indonesian; English,Administrative Assistant
4696,Japan,Enhanced Senses,Heightened sensory perception.,0-17,Male,Male,English; Japanese,N/A
4697,India,Radiation Manipulation,Controlling and creating radiation.,18-34,Male,Male,Tamil; Hindi,Manager
4698,India,Energy Projection,Emitting energy blasts.,35-49,Male,Female,Hindi,Hairdresser
4699,Jordan,Telempathy,Sensing and manipulating emotions.,35-49,Female,Female,English,Nurse
4700,USA,Adoptive Muscle Memory,Learning physical tasks instantly.,0-17,Female,Female,English,N/A
4701,Iraq,Energy Manipulation,"Creating, absorbing, and controlling energy.",35-49,Male,Male,Arabic,Astronomer
4702,Argentina,Memory Manipulation,Altering and erasing memories.,65+,Male,Female,Spanish,Cashier
4703,India,Ice Resistance,Immunity to cold and ice.,35-49,Male,Male,Urdu,Psychologist
4704,Pakistan,Super Strength,Enhanced physical strength.,18-34,Male,Male,Punjabi,Real Estate Agent
4705,Kazakhstan,Blood Manipulation,Controlling and using blood.,35-49,Female,Male,Russian,Customer Service Representative
4706,Tanzania,Plant Manipulation,Controlling plant life.,18-34,Male,Non-binary,English,Chef
4707,China,Invisibility,Becoming unseen.,18-34,Female,Male,Cantonese,Cryptocurrency Specialist
4708,Brazil,Omnilingualism,Understanding all languages.,0-17,Female,Gender Fluid,Portuguese,N/A
4709,India,Animal Communication,Talking to and controlling animals.,35-49,Female,Male,Urdu; Tamil,Office Clerk
4710,Madagascar,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Female,Male,English,Accountant
4711,Tanzania,Gravity Control,Manipulating gravitational forces.,18-34,Male,Female,English,Mechanic
4712,China,Light Manipulation,Controlling and creating light.,50-64,Female,Female,Cantonese; English,Social Worker
4713,Central African Republic,Enhanced Agility,Superhuman agility and reflexes.,65+,Male,Male,English,Archaeologist
4714,Philippines,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Male,Male,Filipino; English,Teacher
4715,USA,Sonic Scream,Emitting powerful sonic waves.,18-34,Male,Female,English,Waiter/Waitress
4716,Vietnam,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Male,Male,Vietnamese; English,Mechanic
4717,Chad,Elasticity,Stretching and reshaping the body.,18-34,Male,Female,English,Electrician
4718,Philippines,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Male,Male,Filipino,Teacher
4719,Brazil,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Male,Female,Portuguese,Hairdresser
4720,Philippines,Lunar Manipulation,Controlling and using lunar energy.,35-49,Male,Female,Filipino,Security Guard
4721,Bolivia,Solar Manipulation,Controlling and using solar energy.,35-49,Male,Female,Spanish,Manager
4722,Bangladesh,Sound Manipulation,Controlling and creating sound.,35-49,Female,Male,English; Bengali,Electrician
4723,Cameroon,Darkness Manipulation,Controlling and creating darkness.,50-64,Male,Male,English,Firefighter
4724,China,Pyrokinesis,Controlling and creating fire.,35-49,Male,Non-binary,Mandarin,Accountant
4725,Germany,Phasing,Passing through solid matter.,0-17,Female,Gender Fluid,German; English,N/A
4726,India,Technopathy,Controlling and communicating with machines.,35-49,Male,Non-binary,Bengali,Dentist
4727,Ghana,Alchemy,Transmuting matter.,35-49,Female,Female,English,Food Service Worker
4728,Indonesia,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",35-49,Female,Male,Indonesian,Graphic Designer
4729,India,Psionic Energy,Using psionic energy for various effects.,18-34,Female,Female,Marathi,Chef
4730,France,Vitakinesis,Healing and altering life force.,18-34,Male,Male,French,Speech Pathologist
4731,USA,Elasticity,Stretching and reshaping the body.,65+,Male,Female,Spanish,Truck Driver
4732,USA,Molecular Manipulation,Changing the molecular structure of objects.,35-49,Female,Male,Spanish; English,Lawyer
4733,Nigeria,Adoptive Muscle Memory,Learning physical tasks instantly.,35-49,Female,Transgender Female,Igbo; English; Yoruba,Administrative Assistant
4734,Indonesia,Retrocognition,Seeing past events.,50-64,Male,Female,Indonesian,Actuary
4735,Spain,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Female,Male,Spanish,Driver
4736,Japan,Adoptive Muscle Memory,Learning physical tasks instantly.,18-34,Male,Transgender Male,Japanese,Physical Therapist
4737,Vietnam,Geokinesis,Controlling and manipulating earth/rock.,18-34,Male,Male,Vietnamese,Social Worker
4738,India,Size Alteration,Changing physical size.,18-34,Male,Female,Telugu; Hindi,Office Clerk
4739,Egypt,Density Control,Altering one's density.,35-49,Female,Transgender Female,Arabic,Construction Worker
4740,China,Super Speed,Enhanced speed and reflexes.,0-17,Female,Female,Mandarin; Cantonese,N/A
4741,Bangladesh,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Male,Bengali,Geologist
4742,China,Acid Generation,Creating and controlling acid.,18-34,Male,Male,Cantonese,Plumber
4743,Bangladesh,Healing,Rapid recovery from injuries.,18-34,Male,Non-binary,English; Bengali,Nurse
4744,Morocco,Ice Resistance,Immunity to cold and ice.,35-49,Female,Female,French,Cashier
4745,China,Solar Manipulation,Controlling and using solar energy.,50-64,Male,Female,Mandarin,Driver
4746,China,Plant Manipulation,Controlling plant life.,35-49,Female,Male,Cantonese; Mandarin,Doctor
4747,Sudan,Bulletproof,Impervious to bullets.,18-34,Male,Male,Arabic,Neuroscientist
4748,USA,Emotion Control,Influencing and controlling emotions.,35-49,Female,Female,Spanish,Optometrist
4749,China,Enhanced Durability,Increased physical resilience.,0-17,Female,Female,English,N/A
4750,Spain,Magnetism,Controlling magnetic fields.,0-17,Female,Female,Catalan; Spanish,N/A
4751,China,Poison Resistance,Immunity to toxins and poisons.,50-64,Female,Transgender Female,English,Farmer
4752,Turkey,Regeneration,Ability to regrow lost limbs or organs.,35-49,Male,Female,Turkish,Mechanic
4753,Pakistan,Magnetism,Controlling magnetic fields.,50-64,Female,Female,English; Punjabi,Engineer
4754,India,Enhanced Durability,Increased physical resilience.,18-34,Female,Male,Marathi,Archaeologist
4755,India,Energy Manipulation,"Creating, absorbing, and controlling energy.",35-49,Male,Male,Urdu,Manager
4756,Mexico,Summoning,Calling forth beings or objects.,18-34,Female,Male,Spanish,Doctor
4757,USA,Atmospheric Manipulation,Controlling the atmosphere.,18-34,Female,Male,English,Carpenter
4758,Yemen,Invulnerability,Complete resistance to physical harm.,18-34,Male,Male,Arabic,Laborer
4759,Nigeria,Blood Manipulation,Controlling and using blood.,18-34,Male,Male,Igbo; English,Lawyer
4760,United Arab Emirates,Cryokinesis,Controlling and creating ice.,35-49,Female,Female,English,Engineer
4761,China,Pressure Manipulation,Controlling pressure in the environment.,18-34,Male,Male,Cantonese,Electrician
4762,Poland,Invulnerability,Complete resistance to physical harm.,18-34,Male,Female,English; Polish,Architect
4763,Nigeria,Hydrokinesis,Controlling and creating water.,0-17,Male,Non-binary,Hausa,N/A
4764,El Salvador,Animal Communication,Talking to and controlling animals.,35-49,Female,Female,Spanish,Teacher
4765,USA,Power Negation,Cancelling out others' powers.,0-17,Female,Non-binary,Spanish; English,N/A
4766,Czech Republic,Plant Manipulation,Controlling plant life.,35-49,Female,Transgender Female,English,Police Officer
4767,China,Bulletproof,Impervious to bullets.,35-49,Female,Female,Mandarin,Construction Worker
4768,India,Poison Resistance,Immunity to toxins and poisons.,18-34,Female,Male,Bengali,Physical Therapist
4769,Iran,Flight,Ability to fly.,0-17,Male,Male,Persian,N/A
4770,Egypt,Solar Manipulation,Controlling and using solar energy.,18-34,Male,Female,Arabic,Social Worker
4771,Philippines,Matter Ingestion,Consuming any form of matter.,18-34,Female,Female,Filipino,Social Worker
4772,Honduras,Magic,Using magical spells and abilities.,18-34,Male,Female,Spanish,Cashier
4773,Indonesia,Duplication,Creating copies of oneself.,35-49,Female,Transgender Female,Indonesian,Administrative Assistant
4774,Indonesia,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",65+,Female,Male,English,Plumber
4775,Nigeria,Bulletproof,Impervious to bullets.,18-34,Female,Male,Igbo; Yoruba; English; Hausa,Carpenter
4776,India,Enhanced Durability,Increased physical resilience.,18-34,Male,Male,Marathi,Administrative Assistant
4777,China,Size Alteration,Changing physical size.,65+,Female,Female,Cantonese,Hippotherapist
4778,Yemen,Emotion Control,Influencing and controlling emotions.,50-64,Male,Male,Arabic,Software Developer
4779,Pakistan,Electric Resistance,Immunity to electricity.,35-49,Female,Male,English,Customer Service Representative
4780,Saint Kitts & Nevis,Bone Manipulation,Controlling and using bones.,18-34,Female,Female,English,Plumber
4781,India,Bone Manipulation,Controlling and using bones.,50-64,Male,Female,Marathi,Marine Biologist
4782,Iran,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Female,Female,English,Office Clerk
4783,China,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Female,Male,Cantonese,Firefighter
4784,Brazil,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Female,Portuguese,Chiropractor
4785,India,Regeneration,Ability to regrow lost limbs or organs.,65+,Male,Male,Telugu,Manager
4786,Colombia,Enhanced Agility,Superhuman agility and reflexes.,18-34,Female,Male,Spanish,Chef
4787,Russia,Lunar Manipulation,Controlling and using lunar energy.,35-49,Male,Non-binary,Russian,Pilot
4788,India,Size Alteration,Changing physical size.,35-49,Male,Male,Telugu; English; Hindi; Marathi,Police Officer
4789,India,Solar Manipulation,Controlling and using solar energy.,18-34,Male,Female,Tamil,Salesperson
4790,Indonesia,Light Manipulation,Controlling and creating light.,65+,Female,Female,English; Indonesian,Speech Pathologist
4791,India,Precognition,Seeing the future.,35-49,Female,Male,Bengali,Accountant
4792,India,Super Strength,Enhanced physical strength.,18-34,Male,Female,Telugu,Salesperson
4793,Andorra,Retrocognition,Seeing past events.,35-49,Female,Non-binary,English,Doctor
4794,China,Invulnerability,Complete resistance to physical harm.,18-34,Female,Male,Mandarin,Dentist
4795,China,Sonic Scream,Emitting powerful sonic waves.,18-34,Male,Female,Mandarin,Chef
4796,Tanzania,Plant Manipulation,Controlling plant life.,18-34,Female,Male,English,Cashier
4797,Angola,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Male,English,Nurse
4798,Canada,Sound Manipulation,Controlling and creating sound.,18-34,Male,Male,French,Graphic Designer
4799,Nigeria,Ecokinesis,Controlling the ecosystem.,18-34,Male,Female,Yoruba,Doctor
4800,Kazakhstan,Super Speed,Enhanced speed and reflexes.,50-64,Female,Female,Kazakh,Construction Worker
4801,Pakistan,Biokinesis,Altering living organisms' biology.,50-64,Male,Female,Urdu,Administrative Assistant
4802,Yemen,Temperature Manipulation,Controlling and altering temperature.,18-34,Female,Female,Arabic,Administrative Assistant
4803,USA,Sonic Scream,Emitting powerful sonic waves.,18-34,Male,Female,Spanish; English,Plumber
4804,Japan,Enhanced Intellect,Superhuman intelligence.,35-49,Male,Male,Japanese,Geologist
4805,China,Shadow Manipulation,Controlling and creating shadows.,50-64,Female,Female,Cantonese,Factory Worker
4806,Philippines,Light Manipulation,Controlling and creating light.,35-49,Male,Female,English,Urban Planner
4807,Bangladesh,Magic,Using magical spells and abilities.,0-17,Female,Male,English; Bengali,N/A
4808,Bangladesh,Gravity Control,Manipulating gravitational forces.,0-17,Female,Female,Bengali,N/A
4809,Peru,Enhanced Senses,Heightened sensory perception.,0-17,Male,Female,Spanish; Quechua,N/A
4810,Pakistan,Poison Resistance,Immunity to toxins and poisons.,50-64,Male,Female,Urdu,Food Service Worker
4811,Philippines,Regeneration,Ability to regrow lost limbs or organs.,18-34,Female,Female,Filipino,Statistician
4812,Taiwan,Plant Manipulation,Controlling plant life.,65+,Female,Male,English,Financial Analyst
4813,South Africa,Fire Resistance,Immunity to fire.,18-34,Female,Non-binary,Afrikaans; Zulu,Food Service Worker
4814,India,Shape-shifting,Changing physical form.,35-49,Female,Female,Tamil,Janitor
4815,Nigeria,Healing,Rapid recovery from injuries.,0-17,Male,Male,English; Yoruba,N/A
4816,Germany,Biokinesis,Altering living organisms' biology.,18-34,Female,Male,English,Police Officer
4817,China,Hydrokinesis,Controlling and creating water.,18-34,Female,Male,Mandarin,Farmer
4818,USA,Gravity Control,Manipulating gravitational forces.,50-64,Male,Male,Spanish,Speech Pathologist
4819,India,Regeneration,Ability to regrow lost limbs or organs.,35-49,Female,Male,Bengali; Hindi,Salesperson
4820,China,Regeneration,Ability to regrow lost limbs or organs.,35-49,Female,Male,English; Mandarin,Office Clerk
4821,Brazil,Technopathy,Controlling and communicating with machines.,18-34,Male,Female,Portuguese,Teacher
4822,Sudan,Blood Manipulation,Controlling and using blood.,18-34,Female,Male,Arabic; English,Driver
4823,Italy,Flight,Ability to fly.,35-49,Female,Female,Italian,Metrologist
4824,Malaysia,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",35-49,Male,Female,English,Doctor
